index,ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,status,qtr_id,month_id,year_id,productline,msrp,productcode,customername,phone,city,country,territory,dealsize,address,contactname,Customer Value,CLTV,Recency,Frequency,Monetary
1120,10173,29.0,95.24,4,2761.96,2003-11-05,Shipped,4,11,2003,Vintage Cars,99.0,S18_3320,Rovelli Gifts,035-640555,Bergamo,Italy,EMEA,Small,Via Ludovico il Moro 22  ,Giovanni Rovelli,High Value,381430.92,207,3,127143.64
1121,10182,33.0,86.31,1,2848.23,2003-11-12,Shipped,4,11,2003,Vintage Cars,99.0,S18_3320,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Small,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
1122,10193,32.0,79.37,5,2539.84,2003-11-21,Shipped,4,11,2003,Vintage Cars,99.0,S18_3320,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,Australia,APAC,Small,7 Allen Street  ,Sean Connery,Low Value,168418.86000000002,29,3,56139.62
1123,10206,28.0,87.3,11,2444.4,2003-12-05,Shipped,4,12,2003,Vintage Cars,99.0,S18_3320,Canadian Gift Exchange Network,(604) 555-3392,Vancouver,Canada,AMER,Small,1900 Oak St.  ,Yoshi Tannamuri,Low Value,181793.73,228,2,60597.91
1124,10215,41.0,100.0,8,4100.0,2004-01-29,Shipped,1,1,2004,Vintage Cars,99.0,S18_3320,West Coast Collectables Co.,3105553722,Burbank,USA,AMER,Medium,3675 Furth Circle  ,Steve Thompson,Low Value,124518.69,495,2,41506.23
1125,10227,33.0,100.0,1,3300.0,2004-03-02,Shipped,1,3,2004,Vintage Cars,99.0,S18_3320,"Saveley & Henriot, Co.",78.32.5555,Lyon,France,EMEA,Medium,"2, rue du Commerce  ",Mary Saveley,High Value,355740.69,462,3,118580.23
1126,10244,36.0,84.33,5,3035.88,2004-04-29,Shipped,2,4,2004,Vintage Cars,99.0,S18_3320,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
1127,10257,26.0,89.29,5,2321.54,2004-06-14,Shipped,2,6,2004,Vintage Cars,99.0,S18_3320,The Sharp Gifts Warehouse,4085553659,San Jose,USA,AMER,Small,3086 Ingle Ln.  ,Sue Frick,High Value,370803.12,46,4,123601.04
1128,10280,34.0,100.0,7,3400.0,2004-08-17,Shipped,3,8,2004,Vintage Cars,99.0,S18_3320,Amica Models & Co.,011-4988555,Torino,Italy,EMEA,Medium,Via Monte Bianco 34  ,Paolo Accorti,Low Value,217935.02999999997,271,2,72645.01
1129,10290,26.0,96.23,2,2501.98,2004-09-07,Shipped,3,9,2004,Vintage Cars,99.0,S18_3320,Auto-Moto Classics Inc.,6175558428,Brickhaven,USA,AMER,Small,16780 Pompton St.  ,Leslie Taylor,Low Value,76788.48,186,3,25596.16
1130,10304,38.0,100.0,11,3800.0,2004-10-11,Shipped,4,10,2004,Vintage Cars,99.0,S18_3320,Auto Assoc. & Cie.,30.59.8555,Versailles,France,EMEA,Medium,"67, avenue de l'Europe  ",Daniel Tonini,Low Value,160094.91,239,2,53364.97
1131,10312,33.0,100.0,8,3300.0,2004-10-21,Shipped,4,10,2004,Vintage Cars,99.0,S18_3320,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Medium,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
1132,10323,33.0,91.27,2,3011.91,2004-11-05,Shipped,4,11,2004,Vintage Cars,99.0,S18_3320,"Blauer See Auto, Co.",+49 69 66 90 2555,Frankfurt,Germany,EMEA,Medium,Lyonerstr. 34  ,Roland Keitel,Low Value,200836.11,214,4,66945.37
1133,10333,46.0,100.0,2,4600.0,2004-11-18,Shipped,4,11,2004,Vintage Cars,99.0,S18_3320,Mini Wheels Co.,6505555787,San Francisco,USA,AMER,Large,5557 North Pendale Street  ,Julie Murphy,Low Value,180729.84,201,3,60243.28
1134,10347,26.0,100.0,12,2600.0,2004-11-29,Shipped,4,11,2004,Vintage Cars,99.0,S18_3320,"Australian Collectors, Co.",03 9520 4555,Melbourne,Australia,APAC,Small,636 St Kilda Road  Level 3,Peter Ferguson,High Value,493727.61,190,5,164575.87
1135,10357,25.0,100.0,3,2500.0,2004-12-10,Shipped,4,12,2004,Vintage Cars,99.0,S18_3320,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Small,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
1136,10369,45.0,73.08,4,3288.6,2005-01-20,Shipped,1,1,2005,Vintage Cars,99.0,S18_3320,Collectables For Less Inc.,6175558555,Brickhaven,USA,AMER,Medium,7825 Douglas Av.  ,Allen Nelson,Low Value,201493.11,138,3,67164.37
1137,10382,50.0,100.0,7,5000.0,2005-02-17,Shipped,1,2,2005,Vintage Cars,99.0,S18_3320,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Large,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
1138,10392,36.0,100.0,1,3600.0,2005-03-10,Shipped,1,3,2005,Vintage Cars,99.0,S18_3320,Mini Auto Werke,7675-3555,Graz,Austria,EMEA,Medium,Kirchgasse 6  ,Roland Mendel,Low Value,139515.59999999998,89,3,46505.2
1139,10423,21.0,89.29,5,1875.0900000000001,2005-05-30,In Process,2,5,2005,Vintage Cars,99.0,S18_3320,Petit Auto,(02) 5554 67,Bruxelles,Belgium,EMEA,Small,Rue Joseph-Bens 532  ,Catherine Dewey,Low Value,205704.53999999998,8,3,68568.18
1140,10108,29.0,100.0,8,2900.0,2003-03-03,Shipped,1,3,2003,Classic Cars,146.0,S18_3482,Cruz & Sons Co.,+63 2 555 3587,Makati City,Philippines,APAC,Medium,15 McCallum Street - NatWest Center #13-03  ,Arnold Cruz,Low Value,240873.51,203,3,80291.17
1141,10122,21.0,100.0,12,2100.0,2003-05-08,Shipped,2,5,2003,Classic Cars,146.0,S18_3482,Marseille Mini Autos,91.24.4555,Marseille,France,EMEA,Small,"12, rue des Bouchers  ",Laurence Lebihan,Low Value,183483.36,152,3,61161.119999999995
1142,10135,42.0,100.0,9,4200.0,2003-07-02,Shipped,3,7,2003,Classic Cars,146.0,S18_3482,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Medium,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
1143,10147,37.0,100.0,9,3700.0,2003-09-05,Shipped,3,9,2003,Classic Cars,146.0,S18_3482,Collectables For Less Inc.,6175558555,Brickhaven,USA,AMER,Medium,7825 Douglas Av.  ,Allen Nelson,Low Value,201493.11,138,3,67164.37
1144,10159,25.0,100.0,4,2500.0,2003-10-10,Shipped,4,10,2003,Classic Cars,146.0,S18_3482,Corporate Gift Ideas Co.,6505551386,San Francisco,USA,AMER,Medium,7734 Strong St.  ,Julie Brown,High Value,356534.85,104,4,118844.95
1145,10169,36.0,100.0,4,3600.0,2003-11-04,Shipped,4,11,2003,Classic Cars,146.0,S18_3482,"Anna's Decorations, Ltd",02 9936 8555,North Sydney,Australia,APAC,Medium,201 Miller Street  Level 15,Anna O'Hara,High Value,363781.23,90,4,121260.41
1146,10181,22.0,100.0,16,2200.0,2003-11-12,Shipped,4,11,2003,Classic Cars,146.0,S18_3482,Herkku Gifts,+47 2267 3215,Bergen,Norway,EMEA,Medium,"Drammen 121, PR 744 Sentrum  ",Veysel Oeztan,Low Value,259017.33000000002,277,3,86339.11
1147,10191,23.0,100.0,5,2300.0,2003-11-20,Shipped,4,11,2003,Classic Cars,146.0,S18_3482,"Toms Spezialitten, Ltd",0221-5554327,Koln,Germany,EMEA,Medium,Mehrheimerstr. 369  ,Henriette Pfalzheim,Low Value,237126.39,234,2,79042.13
1148,10203,32.0,100.0,10,3200.0,2003-12-02,Shipped,4,12,2003,Classic Cars,146.0,S18_3482,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
1149,10211,28.0,100.0,4,2800.0,2004-01-15,Shipped,1,1,2004,Classic Cars,146.0,S18_3482,Auto Canal Petit,(1) 47.55.6555,Paris,France,EMEA,Medium,"25, rue Lauriston  ",Dominique Perrier,Low Value,239572.80000000002,61,3,79857.6
1150,10225,27.0,100.0,11,2700.0,2004-02-22,Shipped,1,2,2004,Classic Cars,146.0,S18_3482,"Vida Sport, Ltd",0897-034555,Gensve,Switzerland,EMEA,Medium,Grenzacherweg 237  ,Michael Holz,Low Value,280034.73,281,2,93344.91
1151,10238,49.0,100.0,5,4900.0,2004-04-09,Shipped,2,4,2004,Classic Cars,146.0,S18_3482,Danish Wholesale Imports,31 12 3555,Kobenhavn,Denmark,EMEA,Medium,Vinb'ltet 34  ,Jytte Petersen,High Value,334706.52,53,5,111568.84
1152,10252,41.0,100.0,1,4100.0,2004-05-26,Shipped,2,5,2004,Classic Cars,146.0,S18_3482,Auto Canal Petit,(1) 47.55.6555,Paris,France,EMEA,Medium,"25, rue Lauriston  ",Dominique Perrier,Low Value,239572.80000000002,61,3,79857.6
1153,10265,49.0,100.0,1,4900.0,2004-07-02,Shipped,3,7,2004,Classic Cars,146.0,S18_3482,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,Australia,APAC,Large,7 Allen Street  ,Sean Connery,Low Value,168418.86000000002,29,3,56139.62
1154,10276,30.0,100.0,5,3000.0,2004-08-02,Shipped,3,8,2004,Classic Cars,146.0,S18_3482,Online Mini Collectables,6175557555,Brickhaven,USA,AMER,Medium,7635 Spinnaker Dr.  ,Miguel Barajas,Low Value,145155.03,270,2,48385.01
1155,10287,40.0,100.0,14,4000.0,2004-08-30,Shipped,3,8,2004,Classic Cars,146.0,S18_3482,"Vida Sport, Ltd",0897-034555,Gensve,Switzerland,EMEA,Medium,Grenzacherweg 237  ,Michael Holz,Low Value,280034.73,281,2,93344.91
1156,10300,23.0,100.0,7,2300.0,2003-10-04,Shipped,4,10,2003,Classic Cars,146.0,S18_3482,"Blauer See Auto, Co.",+49 69 66 90 2555,Frankfurt,Germany,EMEA,Medium,Lyonerstr. 34  ,Roland Keitel,Low Value,200836.11,214,4,66945.37
1157,10310,49.0,100.0,12,4900.0,2004-10-16,Shipped,4,10,2004,Classic Cars,146.0,S18_3482,"Toms Spezialitten, Ltd",0221-5554327,Koln,Germany,EMEA,Medium,Mehrheimerstr. 369  ,Henriette Pfalzheim,Low Value,237126.39,234,2,79042.13
1158,10320,25.0,100.0,5,2500.0,2004-11-03,Shipped,4,11,2004,Classic Cars,146.0,S18_3482,"Volvo Model Replicas, Co",0921-12 3555,Lule,Sweden,EMEA,Medium,Berguvsvgen  8  ,Christina Berglund,Low Value,175122.63,200,4,58374.21
1159,10330,37.0,100.0,3,3700.0,2004-11-16,Shipped,4,11,2004,Classic Cars,146.0,S18_3482,Cruz & Sons Co.,+63 2 555 3587,Makati City,Philippines,APAC,Medium,15 McCallum Street - NatWest Center #13-03  ,Arnold Cruz,Low Value,240873.51,203,3,80291.17
1160,10342,55.0,100.0,7,5500.0,2004-11-24,Shipped,4,11,2004,Classic Cars,146.0,S18_3482,"Australian Collectors, Co.",03 9520 4555,Melbourne,Australia,APAC,Medium,636 St Kilda Road  Level 3,Peter Ferguson,High Value,493727.61,190,5,164575.87
1161,10355,23.0,100.0,7,2300.0,2004-12-07,Shipped,4,12,2004,Classic Cars,146.0,S18_3482,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
1162,10363,24.0,100.0,11,2400.0,2005-01-06,Shipped,1,1,2005,Classic Cars,146.0,S18_3482,Suominen Souveniers,+358 9 8045 555,Espoo,Finland,EMEA,Medium,"Software Engineering Center, SEC Oy  ",Kalle Suominen,Low Value,266259.77999999997,152,3,88753.26
1163,10378,43.0,96.49,10,4149.07,2005-02-10,Shipped,1,2,2005,Classic Cars,146.0,S18_3482,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
1164,10390,50.0,100.0,1,5000.0,2005-03-04,Shipped,1,3,2005,Classic Cars,146.0,S18_3482,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Large,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
1165,10109,47.0,100.0,2,4700.0,2003-03-10,Shipped,1,3,2003,Classic Cars,141.0,S18_3685,Motor Mint Distributors Inc.,2155559857,Philadelphia,USA,AMER,Medium,11328 Douglas Av.  ,Rosa Hernandez,Low Value,189274.38,202,3,63091.46
1166,10123,34.0,100.0,4,3400.0,2003-05-20,Shipped,2,5,2003,Classic Cars,141.0,S18_3685,Atelier graphique,40.32.2555,Nantes,France,EMEA,Medium,"54, rue Royale  ",Carine Schmitt,Low Value,63639.479999999996,194,3,21213.16
1167,10137,31.0,100.0,4,3100.0,2003-07-10,Shipped,3,7,2003,Classic Cars,141.0,S18_3685,Reims Collectables,26.47.1555,Reims,France,EMEA,Medium,59 rue de l'Abbaye  ,Paul Henriot,High Value,349508.19,69,5,116502.73
1168,10148,28.0,100.0,11,2800.0,2003-09-11,Shipped,3,9,2003,Classic Cars,141.0,S18_3685,"Anna's Decorations, Ltd",02 9936 8555,North Sydney,Australia,APAC,Medium,201 Miller Street  Level 15,Anna O'Hara,High Value,363781.23,90,4,121260.41
1169,10161,36.0,100.0,10,3600.0,2003-10-17,Shipped,4,10,2003,Classic Cars,141.0,S18_3685,Heintze Collectables,86 21 3555,Aaarhus,Denmark,EMEA,Medium,Smagsloget 45  ,Palle Ibsen,Low Value,232436.37,228,2,77478.79
1170,10172,48.0,100.0,8,4800.0,2003-11-05,Shipped,4,11,2003,Classic Cars,141.0,S18_3685,Gift Depot Inc.,2035552570,Bridgewater,USA,AMER,Medium,25593 South Bay Ln.  ,Julie King,Low Value,237064.23,33,3,79021.41
1171,10181,39.0,100.0,4,3900.0,2003-11-12,Shipped,4,11,2003,Classic Cars,141.0,S18_3685,Herkku Gifts,+47 2267 3215,Bergen,Norway,EMEA,Medium,"Drammen 121, PR 744 Sentrum  ",Veysel Oeztan,Low Value,259017.33000000002,277,3,86339.11
1172,10192,45.0,100.0,9,4500.0,2003-11-20,Shipped,4,11,2003,Classic Cars,141.0,S18_3685,Online Diecast Creations Co.,6035558647,Nashua,USA,AMER,Medium,2304 Long Airport Avenue  ,Valarie Young,High Value,304285.5,215,3,101428.5
1173,10204,35.0,100.0,15,3500.0,2003-12-02,Shipped,4,12,2003,Classic Cars,141.0,S18_3685,Muscle Machine Inc,2125557413,NYC,USA,AMER,Medium,4092 Furth Circle  Suite 400,Jeff Young,High Value,455346.12,188,4,151782.04
1174,10212,45.0,100.0,8,4500.0,2004-01-16,Shipped,1,1,2004,Classic Cars,141.0,S18_3685,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
1175,10226,46.0,100.0,6,4600.0,2004-02-26,Shipped,1,2,2004,Classic Cars,141.0,S18_3685,Collectable Mini Designs Co.,7605558146,San Diego,USA,AMER,Large,361 Furth Circle  ,Valarie Thompson,Low Value,235386.21000000002,467,2,78462.07
1176,10240,37.0,100.0,1,3700.0,2004-04-13,Shipped,2,4,2004,Classic Cars,141.0,S18_3685,Osaka Souveniers Co.,+81 06 6342 5555,Osaka,Japan,APAC,Medium,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku  ",Mory Kentary,Low Value,166861.95,420,2,55620.65
1177,10253,31.0,100.0,3,3100.0,2004-06-01,Cancelled,2,6,2004,Classic Cars,141.0,S18_3685,"UK Collectables, Ltd.",(171) 555-2282,Liverpool,UK,EMEA,Medium,Berkeley Gardens 12  Brewery  ,Elizabeth Devon,Low Value,256951.77,60,3,85650.59
1178,10266,33.0,100.0,4,3300.0,2004-07-06,Shipped,3,7,2004,Classic Cars,141.0,S18_3685,L'ordine Souveniers,0522-556555,Reggio Emilia,Italy,EMEA,Medium,Strada Provinciale 124  ,Maurizio Moroni,High Value,328842.66000000003,28,3,109614.22
1179,10278,31.0,100.0,4,3100.0,2004-08-06,Shipped,3,8,2004,Classic Cars,141.0,S18_3685,Signal Gift Stores,7025551838,Las Vegas,USA,AMER,Medium,8489 Strong St.  ,Sue King,Low Value,218487.15000000002,190,3,72829.05
1180,10287,27.0,100.0,2,2700.0,2004-08-30,Shipped,3,8,2004,Classic Cars,141.0,S18_3685,"Vida Sport, Ltd",0897-034555,Gensve,Switzerland,EMEA,Medium,Grenzacherweg 237  ,Michael Holz,Low Value,280034.73,281,2,93344.91
1181,10301,39.0,100.0,6,3900.0,2003-10-05,Shipped,4,10,2003,Classic Cars,141.0,S18_3685,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,Norway,EMEA,Medium,"Drammensveien 126 A, PB 744 Sentrum  ",Jan Klaeboe,Low Value,193658.37000000002,290,2,64552.79
1182,10311,32.0,100.0,11,3200.0,2004-10-16,Shipped,4,10,2004,Classic Cars,141.0,S18_3685,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
1183,10321,28.0,100.0,8,2800.0,2004-11-04,Shipped,4,11,2004,Classic Cars,141.0,S18_3685,FunGiftIdeas.com,5085552555,New Bedford,USA,AMER,Medium,1785 First Street  ,Violeta Benitez,Low Value,231082.32,96,3,77027.44
1184,10331,26.0,67.91,12,1765.6599999999999,2004-11-17,Shipped,4,11,2004,Classic Cars,141.0,S18_3685,Motor Mint Distributors Inc.,2155559857,Philadelphia,USA,AMER,Small,11328 Douglas Av.  ,Rosa Hernandez,Low Value,189274.38,202,3,63091.46
1185,10343,44.0,84.88,2,3734.72,2004-11-24,Shipped,4,11,2004,Classic Cars,141.0,S18_3685,Reims Collectables,26.47.1555,Reims,France,EMEA,Medium,59 rue de l'Abbaye  ,Paul Henriot,High Value,349508.19,69,5,116502.73
1186,10367,46.0,100.0,6,4600.0,2005-01-12,Resolved,1,1,2005,Classic Cars,141.0,S18_3685,Toys4GrownUps.com,6265557265,Pasadena,USA,AMER,Medium,78934 Hillside Dr.  ,Julie Young,Low Value,258674.84999999998,146,3,86224.95
1187,10379,32.0,70.83,4,2266.56,2005-02-10,Shipped,1,2,2005,Classic Cars,141.0,S18_3685,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Small,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
1188,10406,65.0,100.0,1,2800.0,2005-04-15,Disputed,2,4,2005,Classic Cars,141.0,S18_3685,Danish Wholesale Imports,31 12 3555,Kobenhavn,Denmark,EMEA,Large,Vinb'ltet 34  ,Jytte Petersen,High Value,334706.52,53,5,111568.84
1189,10419,43.0,100.0,3,4300.0,2005-05-17,Shipped,2,5,2005,Classic Cars,141.0,S18_3685,Salzburg Collectables,6562-9555,Salzburg,Austria,EMEA,Medium,Geislweg 14  ,Georg Pipps,High Value,366263.55000000005,21,4,122087.85
1190,10108,43.0,67.77,12,2914.1099999999997,2003-03-03,Shipped,1,3,2003,Motorcycles,62.0,S18_3782,Cruz & Sons Co.,+63 2 555 3587,Makati City,Philippines,APAC,Small,15 McCallum Street - NatWest Center #13-03  ,Arnold Cruz,Low Value,240873.51,203,3,80291.17
1191,10122,35.0,49.74,16,1740.9,2003-05-08,Shipped,2,5,2003,Motorcycles,62.0,S18_3782,Marseille Mini Autos,91.24.4555,Marseille,France,EMEA,Small,"12, rue des Bouchers  ",Laurence Lebihan,Low Value,183483.36,152,3,61161.119999999995
1192,10135,45.0,50.36,13,2266.2,2003-07-02,Shipped,3,7,2003,Motorcycles,62.0,S18_3782,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Small,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
1193,10146,47.0,67.14,2,3155.58,2003-09-03,Shipped,3,9,2003,Motorcycles,62.0,S18_3782,Gift Ideas Corp.,2035554407,Glendale,USA,AMER,Medium,2440 Pompton St.  ,Dan Lewis,Low Value,158043.24,185,3,52681.08
1194,10159,21.0,64.66,8,1357.86,2003-10-10,Shipped,4,10,2003,Motorcycles,62.0,S18_3782,Corporate Gift Ideas Co.,6505551386,San Francisco,USA,AMER,Small,7734 Strong St.  ,Julie Brown,High Value,356534.85,104,4,118844.95
1195,10169,38.0,68.39,8,2598.82,2003-11-04,Shipped,4,11,2003,Motorcycles,62.0,S18_3782,"Anna's Decorations, Ltd",02 9936 8555,North Sydney,Australia,APAC,Small,201 Miller Street  Level 15,Anna O'Hara,High Value,363781.23,90,4,121260.41
1196,10180,21.0,50.36,3,1057.56,2003-11-11,Shipped,4,11,2003,Motorcycles,62.0,S18_3782,Daedalus Designs Imports,20.16.1555,Lille,France,EMEA,Small,"184, chausse de Tournai  ",Martine Rance,Low Value,170569.16999999998,472,2,56856.39
1197,10191,43.0,72.74,9,3127.8199999999997,2003-11-20,Shipped,4,11,2003,Motorcycles,62.0,S18_3782,"Toms Spezialitten, Ltd",0221-5554327,Koln,Germany,EMEA,Medium,Mehrheimerstr. 369  ,Henriette Pfalzheim,Low Value,237126.39,234,2,79042.13
1198,10211,46.0,54.09,8,2488.1400000000003,2004-01-15,Shipped,1,1,2004,Motorcycles,62.0,S18_3782,Auto Canal Petit,(1) 47.55.6555,Paris,France,EMEA,Small,"25, rue Lauriston  ",Dominique Perrier,Low Value,239572.80000000002,61,3,79857.6
1199,10224,38.0,58.44,1,2220.72,2004-02-21,Shipped,1,2,2004,Motorcycles,62.0,S18_3782,Daedalus Designs Imports,20.16.1555,Lille,France,EMEA,Small,"184, chausse de Tournai  ",Martine Rance,Low Value,170569.16999999998,472,2,56856.39
1200,10237,26.0,52.22,1,1357.72,2004-04-05,Shipped,2,4,2004,Motorcycles,62.0,S18_3782,Vitachrome Inc.,2125551500,NYC,USA,AMER,Small,2678 Kingston Rd.  Suite 101,Michael Frick,Low Value,202534.11,214,3,67511.37
1201,10252,31.0,52.84,5,1638.0400000000002,2004-05-26,Shipped,2,5,2004,Motorcycles,62.0,S18_3782,Auto Canal Petit,(1) 47.55.6555,Paris,France,EMEA,Small,"25, rue Lauriston  ",Dominique Perrier,Low Value,239572.80000000002,61,3,79857.6
1202,10264,48.0,54.71,3,2626.08,2004-06-30,Shipped,2,6,2004,Motorcycles,62.0,S18_3782,Gifts4AllAges.com,6175559555,Boston,USA,AMER,Small,8616 Spinnaker Dr.  ,Juri Yoshido,Low Value,232642.86,32,3,77547.62
1203,10276,33.0,50.36,9,1661.8799999999999,2004-08-02,Shipped,3,8,2004,Motorcycles,62.0,S18_3782,Online Mini Collectables,6175557555,Brickhaven,USA,AMER,Small,7635 Spinnaker Dr.  ,Miguel Barajas,Low Value,145155.03,270,2,48385.01
1204,10286,38.0,57.2,1,2173.6,2004-08-28,Shipped,3,8,2004,Motorcycles,62.0,S18_3782,"La Corne D'abondance, Co.",(1) 42.34.2555,Paris,France,EMEA,Small,"265, boulevard Charonne  ",Marie Bertrand,Low Value,221896.56,199,3,73965.52
1205,10299,39.0,55.95,3,2182.05,2004-09-30,Shipped,3,9,2004,Motorcycles,62.0,S18_3782,"Toys of Finland, Co.",90-224 8555,Helsinki,Finland,EMEA,Small,Keskuskatu 45  ,Matti Karttunen,Low Value,267597.45,118,3,89199.15000000001
1206,10310,42.0,67.14,16,2819.88,2004-10-16,Shipped,4,10,2004,Motorcycles,62.0,S18_3782,"Toms Spezialitten, Ltd",0221-5554327,Koln,Germany,EMEA,Small,Mehrheimerstr. 369  ,Henriette Pfalzheim,Low Value,237126.39,234,2,79042.13
1207,10319,44.0,59.06,4,2598.6400000000003,2004-11-03,Shipped,4,11,2004,Motorcycles,62.0,S18_3782,Microscale Inc.,2125551957,NYC,USA,AMER,Small,5290 North Pendale Street  Suite 200,Kee Kuo,Low Value,84615.69,216,2,28205.230000000003
1208,10330,29.0,69.63,2,2019.27,2004-11-16,Shipped,4,11,2004,Motorcycles,62.0,S18_3782,Cruz & Sons Co.,+63 2 555 3587,Makati City,Philippines,APAC,Small,15 McCallum Street - NatWest Center #13-03  ,Arnold Cruz,Low Value,240873.51,203,3,80291.17
1209,10342,26.0,55.95,8,1454.7,2004-11-24,Shipped,4,11,2004,Motorcycles,62.0,S18_3782,"Australian Collectors, Co.",03 9520 4555,Melbourne,Australia,APAC,Small,636 St Kilda Road  Level 3,Peter Ferguson,High Value,493727.61,190,5,164575.87
1210,10355,31.0,53.47,1,1657.57,2004-12-07,Shipped,4,12,2004,Motorcycles,62.0,S18_3782,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Small,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
1211,10363,32.0,89.12,12,2851.84,2005-01-06,Shipped,1,1,2005,Motorcycles,62.0,S18_3782,Suominen Souveniers,+358 9 8045 555,Espoo,Finland,EMEA,Small,"Software Engineering Center, SEC Oy  ",Kalle Suominen,Low Value,266259.77999999997,152,3,88753.26
1212,10378,28.0,100.0,9,2800.0,2005-02-10,Shipped,1,2,2005,Motorcycles,62.0,S18_3782,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
1213,10390,36.0,100.0,2,3600.0,2005-03-04,Shipped,1,3,2005,Motorcycles,62.0,S18_3782,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Medium,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
1214,10403,36.0,52.22,1,1879.92,2005-04-08,Shipped,2,4,2005,Motorcycles,62.0,S18_3782,"UK Collectables, Ltd.",(171) 555-2282,Liverpool,UK,EMEA,Small,Berkeley Gardens 12  Brewery  ,Elizabeth Devon,Low Value,256951.77,60,3,85650.59
1215,10106,41.0,100.0,17,4100.0,2003-02-17,Shipped,1,2,2003,Vintage Cars,105.0,S18_3856,Rovelli Gifts,035-640555,Bergamo,Italy,EMEA,Medium,Via Ludovico il Moro 22  ,Giovanni Rovelli,High Value,381430.92,207,3,127143.64
1216,10119,27.0,99.52,8,2687.04,2003-04-28,Shipped,2,4,2003,Vintage Cars,105.0,S18_3856,Salzburg Collectables,6562-9555,Salzburg,Austria,EMEA,Small,Geislweg 14  ,Georg Pipps,High Value,366263.55000000005,21,4,122087.85
1217,10130,33.0,100.0,1,3300.0,2003-06-16,Shipped,2,6,2003,Vintage Cars,105.0,S18_3856,Auto-Moto Classics Inc.,6175558428,Brickhaven,USA,AMER,Medium,16780 Pompton St.  ,Leslie Taylor,Low Value,76788.48,186,3,25596.16
1218,10143,34.0,100.0,12,3400.0,2003-08-10,Shipped,3,8,2003,Vintage Cars,105.0,S18_3856,Mini Creations Ltd.,5085559555,New Bedford,USA,AMER,Medium,4575 Hillside Dr.  ,Wing C Tam,Low Value,287016.63,151,3,95672.21
1219,10155,29.0,100.0,10,2900.0,2003-10-06,Shipped,4,10,2003,Vintage Cars,105.0,S18_3856,"Toys of Finland, Co.",90-224 8555,Helsinki,Finland,EMEA,Medium,Keskuskatu 45  ,Matti Karttunen,Low Value,267597.45,118,3,89199.15000000001
